"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","dshpct","gme_part_a","gme_part_b","beds","bed_days","medicare_days","medicaid_days","days","intres","employees","volunteers","medicare_disch","medicaid_disch","discharges","medicaid_hmo_discharges","medicaid_hmo_ipf_subprovider","medicaid_hmo_irf_subprovider","medicaid_ipf_subprovider","medicaid_irf_subprovider","total_discharges_subprovider_ipf","total_discharges_subprovider_irf"
"010046","010046",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Reopened","RIVERVIEW REGIONAL MEDICAL CENTER       ","600 S 3RD STREET                        ",,"GADSDEN                                 ","AL                                      ","35901                                   ","ETOWAH                                  ",,,,883448,,,0.09740000218153,,,256,93440,18353,3498,33476,,472.019989013672,,2871,509,5613,,,,,,279,
"010047","010047",12/1/2012,"01-DEC-12",12/31/2013,"31-DEC-13","Reopened","GEORGIANA HOSPITAL                      ","515 MIRANDA STREET                      ",,"GEORGIANA                               ","AL                                      ","36033                                   ","BUTLER                                  ",,,,128762,,,0.0904999971389771,,,22,8712,1526,298,2247,,53.0400009155273,,434,130,710,,,,,,,
"010049","010049",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","MEDICAL CENTER ENTERPRISE               ","400 NORTH EDWARDS STREET                ",,"ENTERPRISE                              ","AL                                      ","36330-                                  ","COFFEE                                  ",,,,620981,,,0.119999997317791,,,117,42705,4155,3078,11517,,339.510009765625,,1188,848,3231,,,,,,,
"010051","010051",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled","GREENE COUNTY HOSPITAL                  ","509 WILSON AVENUE                       ",,"EUTAW                                   ","AL                                      ","35462                                   ","GREENE                                  ",,,,117686,,,0.119999997317791,,,24,8760,785,287,1322,,73.7699966430664,,231,98,419,,,,,,,
"010052","010052",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","LAKE MARTIN COMMUNITY HOSPITAL          ","1231 SOUTH STREET                       ",,"DADEVILLE                               ","AL                                      ","36853                                   ","TALLAPOOSA                              ",,,,88539,,,0.069300003349781,,,46,16790,1197,235,2233,,66.0999984741211,,398,87,745,,,,,,,
"010054","010054",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","PARKWAY MEDICAL CENTER                  ","1874 BELTLINE ROAD S.W.                 ",,"DECATUR                                 ","AL                                      ","35601                                   ","MORGAN                                  ",,,,210342,,,0.0593000017106533,,,120,43800,3216,473,5928,,213.009994506836,,820,132,1560,,,,,,,
"010055","010055",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","FLOWERS HOSPITAL                        ","4370 WEST MAIN STREET                   ","6907                                    ","DOTHAN                                  ","AL                                      ","36302-                                  ","HOUSTON                                 ",,,,881733,,,0.0612999983131886,,,235,85775,24103,6586,49586,,,,4570,1232,10592,,,,,,,
"010056","010056",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","ST VINCENTS BIRMINGHAM                  ","810 ST VINCENTS DRIVE                   ",,"BIRMINGHAM                              ","AL                                      ","35205-                                  ","JEFFERSON                               ",132114,,,,,,,43178,19766,442,161330,33396,8107,106012,1,1855.17004394531,,6097,1042,19805,,,,,,,
"010058","010058",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled","BIBB MEDICAL CENTER                     ","165 PIERSON AVENUE                      ",,"CENTREVILLE                             ","AL                                      ","35042                                   ","BIBB                                    ",,,,,,,,,,25,9125,2168,181,3159,,109.230003356934,,145,13,253,,,,,,,
"010059","010059",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled","LAWRENCE MEDICAL CENTER                 ","202 HOSPITAL STREET                     ",,"MOULTON                                 ","AL                                      ","35650-                                  ","LAWRENCE                                ",,,,259507,,,0.0863000005483627,,,43,15695,2814,375,4157,,150.630004882812,,545,118,925,,,,,,,
"010061","010061",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled","HIGHLANDS MEDICAL CENTER                ","380 WOODS COVE ROAD                     ","1050                                    ","SCOTTSBORO                              ","AL                                      ","35768-                                  ","JACKSON                                 ",,,,1015658,,,0.119999997317791,,,170,62050,8023,3083,14733,,380.489990234375,,1875,1218,4051,,,,,,,
"010062","010062",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled","WIREGRASS MEDICAL CENTER                ","1200 WEST MAPLE STREET                  ",,"GENEVA                                  ","AL                                      ","36340                                   ","GENEVA                                  ",,,,248181,,,0.0864000022411346,,,73,26645,3151,624,5132,,212.320007324219,,614,146,1159,,,,,,305,
"010065","010065",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","As Submitted","RUSSELL MEDICAL CENTER                  ","C                                       ","939                                     ","ALEXANDER CITY                          ","AL                                      ","35010                                   ","TALLAPOOSA                              ",,,,1153723,,,0.129099994897842,,,75,27375,5908,1866,11385,,459.220001220703,,1586,637,3068,,,,,,,
"010069","010069",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled","SEAR                                    ","820 WEST WASHINGTON STREET              ",,"EUFAULA                                 ","AL                                      ","36027                                   ","BARBOUR                                 ",,,,356991,,,0.119999997317791,,,30,10950,2716,506,4904,,151.75,,619,151,1269,,,,,,203,
"010073","010073",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled","CLAY COUNTY HOSPITAL                    ","544 EAST AVENUE                         ",,"ASHLAND                                 ","AL                                      ","36251                                   ","CLAY                                    ",,,,738547,,,0.233999997377396,,,46,16790,4120,1205,7041,,129.190002441406,,732,292,1430,,,,,,,
"010078","010078",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Amended","NORTHEAST ALABAMA REGIONAL MED CTR      ","400 EAST TENTH STREET                   ","2208                                    ","ANNISTON                                ","AL                                      ","36202-                                  ","CALHOUN                                 ",,,,1736094,,,0.107500001788139,,,217,79205,27478,10418,55861,,1199.30004882812,,4934,2560,12297,,,,210,,1168,
"010079","010079",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","ATHENS LIMESTONE                        ","ATHENS LIMESTONE HOSPITAL               ","999                                     ","ATHENS                                  ","AL                                      ","35611-                                  ","LIMESTONE                               ",,,,687258,,,0.147599995136261,,,101,36865,7749,2955,15385,,451.989990234375,,1831,928,4202,,,,,,,
"010083","010083",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Reopened","SOUTH BALDWIN REGIONAL MEDICAL CENTE    ","1613 NORTH MCKENZIE                     ",,"FOLEY                                   ","AL                                      ","36535-                                  ","BALDWIN                                 ",,,,861865,,,0.0614000000059605,,,112,40880,11977,4213,28034,,591.47998046875,,2445,872,6438,,,,,,,
"010085","010085",4/1/2013,"01-APR-13",3/31/2014,"31-MAR-14","Settled","DECATUR MORGAN - DECATUR CAMPUS         ","7TH STREET S.E.                         ","2239                                    ","DECATUR                                 ","AL                                      ","35609-                                  ","MORGAN                                  ",,,,2070056,,,0.132499992847443,,,216,78840,22428,8880,46774,,920.52001953125,,4318,2251,10616,,,,,,308,
"010086","010086",5/1/2013,"01-MAY-13",4/30/2014,"30-APR-14","Settled","NORTHWEST MEDICAL CENTER                ","HIGHWAY 78 WEST                         ","130                                     ","WINFIELD                                ","AL                                      ","35594                                   ","MARION                                  ",,,,145064,,,0.062899999320507,,,61,22265,3720,342,5562,,180.330001831055,,866,136,1434,,,,14,,183,
"010087","010087",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Amended","UNIV OF SOUTH ALABAMA MEDICAL CENTER    ","2451 FILLINGIM STREET                   ",,"MOBILE                                  ","AL                                      ","36617                                   ","MOBILE                                  ",6015017,,,2296550,,,0.242300003767014,1493844,1571086,133,48545,6104,10689,40974,128.5,1348.25,,991,1765,6955,,,,,,,
"010089","010089",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","WALKER BAPTIST MEDICAL CENTER           ","3400 HIGHWAY 78 EAST                    ","3547                                    ","JASPER                                  ","AL                                      ","35502                                   ","WALKER                                  ",,,,2005220,,,0.168099999427795,,,135,49275,9189,5475,22750,,506.640014648438,,2189,2030,5992,,,,320,,1267,
"010090","010090",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","PROVIDENCE HOSPITAL                     ","6801 AIRPORT BLVD                       ",,"MOBILE                                  ","AL                                      ","36608                                   ","MOBILE                                  ",148898,,,1068080,,,0.0603000000119209,30777,12692,349,127385,28395,11117,80074,2,1449,,4962,1816,15187,,,,,,,
"010091","010091",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","As Submitted","GROVE HILL MEMORIAL HOSPITAL            ","295 SOUTH JACKSON STREET                ","935                                     ","GROVE HILL                              ","AL                                      ","36451-                                  ","CLARKE                                  ",,,,61756,,,0.119999997317791,,,21,7665,1160,1372,4036,,104.699996948242,,313,600,1146,,,,,,156,
"010092","010092",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Amended","DCH REGIONAL MEDICAL CENTER             ","809 UNIVERSITY BLVD EAST                ",,"TUSCALOOSA                              ","AL                                      ","35401-                                  ","TUSCALOOSA                              ",3991373,,,16107174,,,0.173800006508827,1137469,336509,527,192355,67655,34511,149856,40.8300018310547,3776.36010742188,,12019,,31450,,,,,,2284,708
"010095","010095",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled","HALE COUNTY HOSPITAL                    ","508 GREENE STREET                       ",,"GREENSBORO                              ","AL                                      ","36744                                   ","HALE                                    ",,,,87106,,,0.119999997317791,,,28,10220,1755,209,2439,,71.8000030517578,,157,78,372,,,,,,,
"010097","010097",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","ELMORE COMMUNITY HOSPITAL               ","500 HOSPITAL DRIVE                      ",,"WETUMPKA                                ","AL                                      ","36092                                   ","ELMORE                                  ",,,,148926,,,0.119999997317791,,,33,12045,1601,705,4872,,117.25,,408,217,1398,,,,,,,
"010099","010099",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","As Submitted","D W MCMILLAN MEMORIAL HOSPITAL          ","1301 BELLEVILLE AVENUE                  ","908                                     ","BREWTON                                 ","AL                                      ","36427                                   ","ESCAMBIA                                ",,,,397298,,,0.119999997317791,,,49,17885,3629,2172,7886,,229.229995727539,,810,483,1903,,,,,,,
"010100","010100",4/1/2013,"01-APR-13",3/31/2014,"31-MAR-14","Settled","THOMAS HOSPITAL                         ","750 MORPHY AVE                          ","929                                     ","FAIRHOPE                                ","AL                                      ","36532-                                  ","BALDWIN                                 ",,,,374098,,,0.0267999991774559,,,129,47085,13894,3990,35339,,810,,2975,1491,7998,,,,,,,
"010101","010101",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","CITIZENS BAPTIST MEDICAL CENTER         ","604 STONE AVENUE                        ",,"TALLADEGA                               ","AL                                      ","35161                                   ","TALLADEGA                               ",,,,1188240,,,0.293300002813339,,,81,29565,3198,2878,8551,,246.369995117188,,977,1159,2716,,,,7,,215,
"010102","010102",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Settled","JOHN PAUL JONES HOSPITAL                ","317 MCWILLIAMS AVENUE                   ","B                                       ","CAMDEN                                  ","AL                                      ","36726-1610                              ","WILCOX                                  ",,,,50777,,,0.119999997317791,,,21,7686,351,109,722,,40.0999984741211,,112,48,239,,,,,,,
"010103","010103",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Amended","PRINCETON BAPTIST MEDICAL CENTER        ","701 PRINCETON AVE SW                    ",,"BIRMINGHAM                              ","AL                                      ","35211                                   ","JEFFERSON                               ",5400530,,,3065715,,,0.0930000022053719,2751025,723781,276,100663,26723,11566,76493,50.5999984741211,1266.4599609375,,4572,1887,13568,,,,,,504,
"010104","010104",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","As Submitted","TRINITY MEDICAL CENTER                  ","800 MONTCLAIR ROAD                      ",,"BIRMINGHAM                              ","AL                                      ","35213                                   ","JEFFERSON                               ",2585463,,,1675969,,,0.13400000333786,2019672,649938,340,124100,23077,13323,65138,36.6199989318848,1260,,3528,1504,10926,,,,19,5,264,294
"010108","010108",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","PRATTVILLE BAPTIST HOSPITAL             ","124 SOUTH MEMORIAL DRIVE                ",,"PRATTVILLE                              ","AL                                      ","36067-                                  ","AUTAUGA                                 ",,,,81486,,,0.032200001180172,,,56,20440,4605,1126,10962,,287.5,,998,279,2538,,,,,,,
"010109","010109",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","As Submitted","PICKENS COUNTY MEDICAL CENTER           ","R.K. WILSON DRIVE                       ",,"CARROLLTON                              ","AL                                      ","35477                                   ","PICKENS                                 ",,,,249110,,,0.119999997317791,,,40,14600,2376,331,3341,,174.660003662109,,433,110,758,,,,4,,106,
"010110","010110",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Amended","BULLOCK COUNTY HOSPITAL                 ","BULLOCK COUNTY HOSPITAL                 ","102 CONECUH AVENUE                      ","UNION SPRINGS                           ","AL                                      ","36089                                   ","BULLOCK                                 ",,,,130894,,,0.119999997317791,,,30,10950,1573,903,3739,,122.430000305176,,343,217,826,,,,156,,1068,
"010112","010112",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","As Submitted","BRYAN W WHITFIELD MEMORIAL HOSPITAL     ","105 HIGHWAY 80 EAST                     ",,"DEMOPOLIS                               ","AL                                      ","37832                                   ","MARENGO                                 ",,,,542358,,,0.119999997317791,,,89,32574,6520,3449,11892,,280.070007324219,,1163,998,2773,,,,18,,191,
"010113","010113",4/1/2013,"01-APR-13",3/31/2014,"31-MAR-14","Settled","MOBILE INFIRMARY MEDICAL CENTER         ","FIVE MOBILE INFIRMARY CIRCLE            ","2144                                    ","MOBILE                                  ","AL                                      ","36652-                                  ","MOBILE                                  ",578735,,,4494808,,,0.106499999761581,291961,48101,615,224475,52819,21350,139894,6.01000022888184,2098,,8780,3677,26517,,,,289,13,1544,733
"010114","010114",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","As Submitted","UAB MEDICAL WEST                        ","995 NINTH AVENUE  SOUTHWEST             ","847                                     ","BESSEMER                                ","AL                                      ","35023                                   ","JEFFERSON                               ",,,,1368342,,,0.125499993562698,,,187,68285,10576,6753,35322,,838.419982910156,,1752,1739,7254,,,,,8,382,240
"010118","010118",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","VAUGHAN REGIONAL MEDICAL CENTER         ","1015 MEDICAL CENTER PARKWAY             ",,"SELMA                                   ","AL                                      ","36701                                   ","DALLAS                                  ",603185,,,2208585,,,0.365500003099442,343417,161120,163,59495,8793,7456,22796,19,463.769989013672,,2223,2661,6366,,,,,,,
"010120","010120",10/1/2012,"01-OCT-12",9/30/2013,"30-SEP-13","Reopened","MONROE COUNTY HOSPITAL                  ","HIGHWAY 21                              ",,"MONROEVILLE                             ","AL                                      ","36461                                   ","MONROE                                  ",,,,246218,,,0.119999997317791,,,49,17885,1637,630,3555,,177.199996948242,,496,435,1077,,,,,,,
"010125","010125",5/1/2013,"01-MAY-13",4/30/2014,"30-APR-14","Settled","LAKELAND COMMUNITY HOSPITAL             ","HIIGHWAY 195 EAST                       ","780                                     ","HALEYVILLE                              ","AL                                      ","35565                                   ","WINSTON                                 ",,,,49436,150192,,0.107400000095367,,,50,18250,3677,531,4948,,120.580001831055,,748,230,1264,,,,,,120,
"010126","010126",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Reopened","TROY REGIONAL MEDICAL CENTER            ","130 HIGHWAY 231                         ",,"TROY                                    ","AL                                      ","36081                                   ","PIKE                                    ",,,,344506,,,0.116099998354912,,,97,35405,2377,681,4940,,235.610000610352,,662,293,1596,,,,,,,
"010128","010128",1/1/2013,"01-JAN-13",12/31/2013,"31-DEC-13","Settled","JACKSON MEDICAL CENTER                  ","220 HOSPITAL DRIVE                      ",,"JACKSON                                 ","AL                                      ","36545                                   ","CLARKE                                  ",,,,83421,,,0.114900000393391,,,35,12775,1619,288,2621,,86.8300018310547,,236,122,552,,,,,,,
"010129","010129",4/1/2013,"01-APR-13",3/31/2014,"31-MAR-14","Settled","NORTH BALDWIN INFIRMARY                 ","1815 HAND AVENUE                        ","1409                                    ","BAY MINETTE                             ","AL                                      ","36507                                   ","BALDWIN                                 ",,,,182178,,,0.119999997317791,,,55,20075,2046,1617,6442,,169,,511,670,1707,,,,7,,244,
"010130","010130",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","ST. VINCENTS ST. CLAIR                  ","7063 VETERANS PARKWAY                   ",,"PELL CITY                               ","AL                                      ","35125                                   ","ST. CLAIR                               ",,,,61050,,,0.0377000011503696,,,40,14600,3521,704,9087,,188.800003051758,,809,175,2156,,,,,,,
"010131","010131",7/1/2013,"01-JUL-13",6/30/2014,"30-JUN-14","Settled","CRESTWOOD MEDICAL CENTER                ","ONE HOSPITAL DRIVE                      ",,"HUNTSVILLE                              ","AL                                      ","35801-                                  ","MADISON                                 ",,,,,,,,,,147,53655,19267,2529,40159,,777.840026855469,,4212,624,9964,,,,,,,
