"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","dshpct","gme_part_a","gme_part_b","beds","bed_days","medicare_days","medicaid_days","days","intres","employees","volunteers","medicare_disch","medicaid_disch","discharges","medicaid_hmo_discharges","medicaid_hmo_ipf_subprovider","medicaid_hmo_irf_subprovider","medicaid_ipf_subprovider","medicaid_irf_subprovider","total_discharges_subprovider_ipf","total_discharges_subprovider_irf"
"010038","010038",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","STRINGFELLOW MEMORIAL HOSPITAL          ","301 EAST 18TH STREET                    ","38                                      ","ANNISTON                                ","AL                                      ","36207                                   ","CALHOUN                                 ",,,,165021,,,0.0822999998927116,,,125,45750,5601,1329,10826,,254.199996948242,,1432,450,3021,,,,,,,
"010039","010039",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","As Submitted","HUNTSVILLE HOSPITAL                     ","101 SIVLEY ROAD                         ",,"HUNTSVILLE                              ","AL                                      ","35801-                                  ","MADISON                                 ",4904650,,,3860776,,,0.10809999704361,1529069,666507,866,316956,86617,45772,234439,57.75,5846.08984375,,15923,6858,44554,,,,233,,1614,
"010040","010040",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","GADSDEN REGIONAL MEDICAL CENTER         ","1007 GOODYEAR AVENUE                    ",,"GADSDEN                                 ","AL                                      ","35999                                   ","ETOWAH                                  ",,,,1224402,,,0.12219999730587,,,231,84159,30430,12184,70327,,1079.92004394531,,5271,2356,14151,,,,9,,335,
"010044","010044",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","MARION REGIONAL MEDICAL CENTER          ","1256 MILITARY ST SOUTH                  ",,"HAMILTON                                ","AL                                      ","35570-                                  ","MARION                                  ",,,,5773,,,0.0236000008881092,,,35,12652,2937,43,3363,,105.680000305176,,222,18,300,,,,,,,
"010045","010045",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","FAYETTE MEDICAL CENTER                  ","1653 TEMPLE AVENUE NORTH                ",,"FAYETTE                                 ","AL                                      ","35555-                                  ","FAYETTE                                 ",,,,60533,,,0.0795999988913536,,,42,15330,4509,287,5641,,180.690002441406,,576,,1024,,,,,,,
"010046","010046",3/1/2015,"01-MAR-15",12/31/2015,"31-DEC-15","Settled","RIVERVIEW REGIONAL MEDICAL CENTER       ","600 S 3RD STREET                        ",,"GADSDEN                                 ","AL                                      ","35901                                   ","ETOWAH                                  ",,,,,,,,,,256,78336,14297,1,28149,,518.630004882812,,2782,809,6256,,,,8,,139,
"010047","010047",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","As Submitted","GEORGIANA HOSPITAL                      ","515 MIRANDA STREET                      ",,"GEORGIANA                               ","AL                                      ","36033                                   ","BUTLER                                  ",,,,27998,,,0.088299997150898,,,22,8030,1108,197,1515,,44.9000015258789,,350,62,529,,,,,,,
"010049","010049",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","Amended","MEDICAL CENTER ENTERPRISE               ","400 NORTH EDWARDS STREET                ",,"ENTERPRISE                              ","AL                                      ","36330-                                  ","COFFEE                                  ",,,,158502,,,0.119999997317791,,,117,42705,3009,3564,10148,,331.540008544922,,967,941,3343,,,,,,,
"010051","010051",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","GREENE COUNTY HOSPITAL                  ","509 WILSON AVENUE                       ",,"EUTAW                                   ","AL                                      ","35462                                   ","GREENE                                  ",,,,25151,,,0.119999997317791,,,20,7300,591,208,981,,107.029998779297,,161,73,288,,,,,,,
"010052","010052",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","As Submitted","LAKE MARTIN COMMUNITY HOSPITAL          ","1231 SOUTH STREET                       ",,"DADEVILLE                               ","AL                                      ","36853                                   ","TALLAPOOSA                              ",,,,30883,,,0.0793000012636185,,,46,16790,1102,200,1703,,67.9800033569336,,355,76,624,,,,,,,
"010055","010055",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","FLOWERS HOSPITAL                        ","4370 WEST MAIN STREET                   ","6907                                    ","DOTHAN                                  ","AL                                      ","36302-                                  ","HOUSTON                                 ",,,,594000,,,0.0640999972820282,,,235,85775,23945,5557,48513,,1116.17004394531,,4737,1159,10544,,,,,,,
"010056","010056",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","ST VINCENTS BIRMINGHAM                  ","810 ST VINCENTS DRIVE                   ",,"BIRMINGHAM                              ","AL                                      ","35205-                                  ","JEFFERSON                               ",106176,,,515508,,,0.0388999991118908,49948,22492,442,161772,33404,7519,110741,,,,6019,1296,20170,,,,,,,
"010058","010058",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","BIBB MEDICAL CENTER                     ","165 PIERSON AVENUE                      ",,"CENTREVILLE                             ","AL                                      ","35042                                   ","BIBB                                    ",,,,6330,,,0.0283000003546476,,,25,9125,2545,309,3757,,11.6099996566772,,203,38,385,,,,,,,
"010059","010059",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","LAWRENCE MEDICAL CENTER                 ","202 HOSPITAL STREET                     ",,"MOULTON                                 ","AL                                      ","35650-                                  ","LAWRENCE                                ",,,,42453,,,0.0816000029444695,,,43,15695,2212,210,3013,,152.929992675781,,402,60,685,,,,,,,
"010061","010061",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","HIGHLANDS MEDICAL CENTER                ","380 WOOD COVE ROAD                      ","1050                                    ","SCOTTSBORO                              ","AL                                      ","35768                                   ","JACKSON                                 ",,,,247234,,,0.119999997317791,,,170,62050,6867,2694,14830,,407.190002441406,,1063,1013,3498,,,,,,,
"010062","010062",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","WIREGRASS MEDICAL CENTER                ","1200 WEST MAPLE STREET                  ",,"GENEVA                                  ","AL                                      ","36340                                   ","GENEVA                                  ",,,,52983,,,0.0749000012874603,,,73,26645,2869,410,4520,,155.419998168945,,598,126,1078,21,,,,,327,
"010065","010065",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","As Submitted","RUSSELL MEDICAL CENTER                  ","C                                       ","939                                     ","ALEXANDER CITY                          ","AL                                      ","35010                                   ","TALLAPOOSA                              ",,,,388257,,,0.147400006651878,,,75,27375,5660,2823,11337,,450.239990234375,,1649,666,3139,,,,,,,
"010069","010069",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","SEAR                                    ","820 WEST WASHINGTON STREET              ",,"EUFAULA                                 ","AL                                      ","36027                                   ","BARBOUR                                 ",,,,73238,,,0.116800002753735,,,30,10950,3922,376,5648,,152.539993286133,,581,86,1076,,,,,,244,
"010073","010073",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","CLAY COUNTY HOSPITAL                    ","544 EAST AVENUE                         ",,"ASHLAND                                 ","AL                                      ","36251                                   ","CLAY                                    ",,,,194707,,,0.259600013494492,,,46,16790,3616,1417,6067,,132.220001220703,,667,280,1224,,,,,,,
"010078","010078",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","NORTHEAST ALABAMA REGIONAL MED CTR      ","400 EAST TENTH STREET                   ","2208                                    ","ANNISTON                                ","AL                                      ","36202-                                  ","CALHOUN                                 ",,,,1205225,,,0.139200001955032,,,217,79422,27685,13066,58526,,1336.83996582031,,4903,2772,12415,,,,,,898,
"010079","010079",7/1/2015,"01-JUL-15",12/31/2015,"31-DEC-15","As Submitted","ATHENS LIMESTONE                        ","ATHENS LIMESTONE HOSPITAL               ","999                                     ","ATHENS                                  ","AL                                      ","35611-                                  ","LIMESTONE                               ",,,,181318,,,0.119999997317791,,,70,12880,3485,1481,7522,,496.170013427734,,920,517,2277,,,,,,,
"010083","010083",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","SOUTH BALDWIN REGIONAL MEDICAL CENTE    ","1613 NORTH MCKENZIE                     ",,"FOLEY                                   ","AL                                      ","36535-                                  ","BALDWIN                                 ",,,,248808,,,0.0698999986052513,,,112,40880,9828,2760,26234,,603.72998046875,,2185,874,6410,,,,,,,
"010085","010085",4/1/2015,"01-APR-15",3/31/2016,"31-MAR-16","Amended","DECATUR MORGAN - DECATUR CAMPUS         ","7TH STREET S.E.                         ","2239                                    ","DECATUR                                 ","AL                                      ","35609-                                  ","MORGAN                                  ",,,,808659,,,0.11879999935627,,,190,69540,22100,7345,42767,,1058.32995605469,,4282,2325,9885,,,,,,1571,
"010086","010086",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","As Submitted","NORTHWEST MEDICAL CENTER                ","HIGHWAY 78 WEST                         ","130                                     ","WINFIELD                                ","AL                                      ","35594                                   ","MARION                                  ",,,,66549,,,0.0741999968886375,,,61,22265,3827,438,5559,,183.740005493164,,802,108,1373,14,,,16,,202,
"010087","010087",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","UNIV OF SOUTH ALABAMA MEDICAL CENTER    ","2451 FILLINGIM STREET                   ",,"MOBILE                                  ","AL                                      ","36617                                   ","MOBILE                                  ",5190781,,,814815,,,0.281399995088577,2254697,1722381,138,50370,7830,12132,41382,135.589996337891,1461.16003417969,,1202,1902,6950,,,,,,,
"010089","010089",1/1/2015,"01-JAN-15",10/2/2015,"02-OCT-15","Amended","WALKER BAPTIST MEDICAL CENTER           ","3400 HIGHWAY 78 EAST                    ","3547                                    ","JASPER                                  ","AL                                      ","35502                                   ","WALKER                                  ",,,,480176,,,0.164399996399879,,,145,39875,8011,4504,20003,1.8400000333786,524.330017089844,,1724,1504,4631,,,,292,,1088,
"010090","010090",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","PROVIDENCE HOSPITAL                     ","6801 AIRPORT BLVD                       ",,"MOBILE                                  ","AL                                      ","36608                                   ","MOBILE                                  ",52150,,,801461,,,0.0800999999046326,9406,3562,349,127734,27738,10589,80837,0.519999980926514,1376.77001953125,,4862,1667,15322,252,,,,,,
"010091","010091",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","As Submitted","GROVE HILL MEMORIAL HOSPITAL            ","295 SOUTH JACKSON STREET                ","935                                     ","GROVE HILL                              ","AL                                      ","36451-                                  ","CLARKE                                  ",,,,30703,,,0.119999997317791,,,22,8052,890,1039,3084,,107.279998779297,,266,543,933,,,,8,,156,
"010092","010092",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","Amended","DCH REGIONAL MEDICAL CENTER             ","809 UNIVERSITY BLVD EAST                ",,"TUSCALOOSA                              ","AL                                      ","35401-                                  ","TUSCALOOSA                              ",4123893,,,4025810,,,0.165000006556511,1410399,458197,547,199655,72299,37511,159243,44.8699989318848,3593.080078125,,12306,8685,33286,,,,,40,2003,780
"010095","010095",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","HALE COUNTY HOSPITAL                    ","508 GREENE STREET                       ",,"GREENSBORO                              ","AL                                      ","36744                                   ","HALE                                    ",,,,29751,,,0.119999997317791,,,28,10220,1978,216,2751,,77.5699996948242,,221,89,448,,,,,,,
"010097","010097",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","As Submitted","ELMORE COMMUNITY HOSPITAL               ","500 HOSPITAL DRIVE                      ",,"WETUMPKA                                ","AL                                      ","36092                                   ","ELMORE                                  ",,,,51311,,,0.119999997317791,,,33,12045,1585,475,3581,,127.120002746582,,363,94,837,,,,,,,
"010099","010099",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","D W MCMILLAN MEMORIAL HOSPITAL          ","1301 BELLEVILLE AVENUE                  ","908                                     ","BREWTON                                 ","AL                                      ","36427                                   ","ESCAMBIA                                ",,,,94152,,,0.119999997317791,,,49,17885,3223,2080,6981,,179.5,,732,395,1726,,,,,,,
"010100","010100",4/1/2015,"01-APR-15",3/31/2016,"31-MAR-16","Amended","THOMAS HOSPITAL                         ","750 MORPHY AVE                          ","929                                     ","FAIRHOPE                                ","AL                                      ","36532-                                  ","BALDWIN                                 ",,,,213377,,,0.0329999998211861,,,129,47214,14280,3840,37432,,755.630004882812,,3177,1594,8697,,,,,,,
"010101","010101",1/1/2015,"01-JAN-15",10/2/2015,"02-OCT-15","As Submitted","CITIZENS BAPTIST MEDICAL CENTER         ","604 STONE AVENUE                        ",,"TALLADEGA                               ","AL                                      ","35161                                   ","TALLADEGA                               ",,,,205029,,,0.251199990510941,,,81,22275,2127,1682,5919,,228.059997558594,,605,682,1826,,,,15,,219,
"010102","010102",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","JOHN PAUL JONES HOSPITAL                ","317 MCWILLIAMS AVENUE                   ","B                                       ","CAMDEN                                  ","AL                                      ","36726-1610                              ","WILCOX                                  ",,,,11392,,,0.119999997317791,,,21,7665,343,70,532,,38.1599998474121,,104,26,177,,,,,,,
"010103","010103",1/1/2015,"01-JAN-15",10/2/2015,"02-OCT-15","As Submitted","PRINCETON BAPTIST MEDICAL CENTER        ","701 PRINCETON AVE SW                    ",,"BIRMINGHAM                              ","AL                                      ","35211                                   ","JEFFERSON                               ",3022830,,,808583,,,0.101999998092651,2296426,648435,273,75075,18816,8984,55549,65.9400024414062,1190.80004882812,,3265,3056,10340,,,,,,488,
"010104","010104",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","TRINITY MEDICAL CENTER                  ","800 MONTCLAIR ROAD                      ",,"BIRMINGHAM                              ","AL                                      ","35213                                   ","JEFFERSON                               ",1961217,,,913023,,,0.103399999439716,1813813,578386,343,125235,24576,10483,70577,38.9900016784668,1249.48999023438,,4004,1468,13777,,,,,,247,312
"010108","010108",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","As Submitted","PRATTVILLE BAPTIST HOSPITAL             ","124 SOUTH MEMORIAL DRIVE                ",,"PRATTVILLE                              ","AL                                      ","36067-                                  ","AUTAUGA                                 ",,,,72942,,,0.0450000017881393,,,50,18300,5352,1326,12721,,285.549987792969,,1245,415,3199,,,,,,,
"010109","010109",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","PICKENS COUNTY MEDICAL CENTER           ","R.K. WILSON DRIVE                       ",,"CARROLLTON                              ","AL                                      ","35477                                   ","PICKENS                                 ",,,,32192,,,0.119999997317791,,,40,14600,1135,145,1833,,97.2799987792969,,260,63,494,,,,7,,101,
"010110","010110",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","As Submitted","BULLOCK COUNTY HOSPITAL                 ","BULLOCK COUNTY HOSPITAL                 ","102 CONECUH AVENUE                      ","UNION SPRINGS                           ","AL                                      ","36089                                   ","BULLOCK                                 ",,,,37253,,,0.119999997317791,,,30,10950,1483,865,3194,,95.3099975585938,,306,250,707,,,,71,,633,
"010112","010112",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","BRYAN W WHITFIELD MEMORIAL HOSPITAL     ","105 HIGHWAY 80 EAST                     ",,"DEMOPOLIS                               ","AL                                      ","36732                                   ","MARENGO                                 ",,,,125408,,,0.119999997317791,,,89,32485,5890,2720,10165,,222.039993286133,,1039,738,2203,,,,15,,156,
"010113","010113",4/1/2015,"01-APR-15",3/31/2016,"31-MAR-16","Amended","MOBILE INFIRMARY MEDICAL CENTER         ","FIVE MOBILE INFIRMARY CIRCLE            ","2144                                    ","MOBILE                                  ","AL                                      ","36652-                                  ","MOBILE                                  ",342152,,,1710758,,,0.102700002491474,155677,31498,615,225090,55173,18966,141191,5.57000017166138,1927.38000488281,,8404,3819,25340,,,,,,1385,600
"010114","010114",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","As Submitted","UAB MEDICAL WEST                        ","995 NINTH AVENUE  SOUTHWEST             ","847                                     ","BESSEMER                                ","AL                                      ","35023                                   ","JEFFERSON                               ",,,,387773,,,0.128299996256828,,,187,68255,9661,6569,33407,,834.809997558594,,1664,1755,6267,,,,,43,465,304
"010118","010118",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","VAUGHAN REGIONAL MEDICAL CENTER         ","1015 MEDICAL CENTER PARKWAY             ",,"SELMA                                   ","AL                                      ","36701                                   ","DALLAS                                  ",450321,,,1122949,,,0.393799990415573,319960,174958,163,59658,7197,7445,19372,14.8999996185303,450.989990234375,,1885,2019,5505,69,,,,,,
"010120","010120",10/1/2014,"01-OCT-14",9/30/2015,"30-SEP-15","As Submitted","MONROE COUNTY HOSPITAL                  ","HIGHWAY 21                              ",,"MONROEVILLE                             ","AL                                      ","36461                                   ","MONROE                                  ",,,,64908,,,0.119999997317791,,,49,17885,1807,1095,4185,,167.619995117188,,539,290,1251,,,,,,,
"010125","010125",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","As Submitted","LAKELAND COMMUNITY HOSPITAL             ","HIIGHWAY 195 EAST                       ","780                                     ","HALEYVILLE                              ","AL                                      ","35565                                   ","WINSTON                                 ",,,,84623,,,0.0920000001788139,,,50,18250,4316,581,5734,,120.330001831055,,862,155,1372,,,,16,,107,
"010126","010126",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","As Submitted","TROY REGIONAL MEDICAL CENTER            ","130 HIGHWAY 231                         ",,"TROY                                    ","AL                                      ","36081                                   ","PIKE                                    ",,,,111825,,,0.119999997317791,,,97,35405,3378,1610,7535,,251.339996337891,,736,416,1867,,,,,,,
"010128","010128",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","As Submitted","JACKSON MEDICAL CENTER                  ","220 HOSPITAL DRIVE                      ",,"JACKSON                                 ","AL                                      ","36545                                   ","CLARKE                                  ",,,,36479,,,0.119999997317791,,,35,12775,1801,894,3741,,95.5500030517578,,297,231,753,,,,,,,
"010129","010129",4/1/2015,"01-APR-15",3/31/2016,"31-MAR-16","Amended","NORTH BALDWIN INFIRMARY                 ","1815 HAND AVENUE                        ","1409                                    ","BAY MINETTE                             ","AL                                      ","36507                                   ","BALDWIN                                 ",,,,68129,,,0.119999997317791,,,55,20130,1598,1267,5622,,171.070007324219,,417,604,1694,,,,,,307,
"010130","010130",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","ST. VINCENTS ST. CLAIR                  ","7063 VETERANS PARKWAY                   ",,"PELL CITY                               ","AL                                      ","35125                                   ","ST. CLAIR                               ",,,,,,,,,,40,14640,2628,328,6583,,173.660003662109,,672,105,1786,,,,,,,
"010131","010131",7/1/2015,"01-JUL-15",6/30/2016,"30-JUN-16","Amended","CRESTWOOD MEDICAL CENTER                ","ONE HOSPITAL DRIVE                      ",,"HUNTSVILLE                              ","AL                                      ","35801-                                  ","MADISON                                 ",,,,245801,,,0.0271000005304813,,,151,55266,19195,4171,42308,,962.77001953125,,4209,922,10943,,,,,,,
"010138","010138",1/1/2015,"01-JAN-15",12/31/2015,"31-DEC-15","As Submitted","HILL HOSPITAL OF SUMTER COUNTY          ","751 DERBY DRIVE                         ",,"YORK                                    ","AL                                      ","36925                                   ","SUMTER                                  ",,,,21623,,,0.119999997317791,,,33,12045,1309,764,2500,,49.0800018310547,,213,116,525,,,,,,,
